textid,words,sylls,ltrvec,perf,isrhymed
200,rest crest race space host lost unseen men stay day fight sight showd strowd found ground shield field fight light wound ground,est est ace ace ost ost een en ay ay ight ight owd owd ound ound ield ield ight ight ound ound,A A B B C C D E F F G G H H I I J J G G I I,1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1,1
201,descend bend force horse steed head foes blows wound bound abide side lance advance,end end orce orse eed ead oes ows ound ound ide ide ance ance,A A B B C C D E F F G G H H,1 1 1 1 1 0 0 0 1 1 1 1 1 1,1
202,spared ward bent sent blows close stroke took men again,ared ard ent ent ows ose oke ook en ain,A B C C D D E E F G,0 1 1 1 0 0 1 0 1 1,0
203,blood wood food,ood ood ood,A A A,1 1 1,1
204,obey prey strive drive,ey ey ive ive,A A B B,1 1 1 1,1
205,tend end declined joind aid overlaid might knight blow foe down crown fight knight ground bound vain plain,end end ined oind aid aid ight ight ow oe own own ight ight ound ound ain ain,A A B C D D E E F F G G E E H H I I,1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
206,compelld field eyes prize,elld ield eyes ize,A B C D,0 1 0 1,0
207,placed last high emily,aced ast igh y,A B C C,0 1 1 1,2
208,replied cried bride,ied ied ide,A A A,0 0 0,1
209,applause cause above love faild prevaild tyranny sky appears tears most lost still will day pay be free,ause ause ove ove aild aild y y ars ars ost ost ill ill ay ay e ee,A A B B C C D D E E F F G G H H D D,1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 0,1
210,around resound calld palld aside pride bowd crowd on throne eye emily bent lent prey way,ound ound alld alld ide ide owd owd on one ye y ent ent ey ay,A A B B C C D D E E F F G G H H,1 1 0 0 1 1 0 0 1 0 0 0 1 1 1 1,1
211,fire desire fright knight head dead space face ground unbound breath death pressd breast laid conveyd cry emily,ire ire ight ight ead ead ace ace ound ound eath eath essd east aid eyd y y,A A B B C C D D E E F F G H I J K K,1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1,1
212,mournd returnd field compelld cheer fear train slain arms charms assuage sage around sound rest feast shame fame thrown own adorn born applause cause can man,ournd urnd ield elld eer ear ain ain arms arms uage age ound ound est east ame ame own own orn orn ause ause an an,A B C D E E F F G G H H J J K K L L M M N N O O F F,0 0 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0,1
213,grace place parts hearts expired retired,ace ace arts arts ired ired,A A B B C C,1 1 0 0 0 0,1
214,impairs cares increase success heart art prevail fail destroyd void,irs ares ease ess eart art ail ail oyd oid,A B C C D D E E F G,0 1 1 0 1 1 1 1 0 1,0
215,swell cell expel,ell ell el,A A A,1 1 1,1
216,oppressd breast life laxative destroyd void state create pride bride unenjoyd past last haste palamon begun,essd east ife ive oyd oid ate eate ide ide oyd ast ast aste on un,A B C D E F G G F F E H H B I I,0 1 1 1 0 1 1 0 0 0 0 1 1 0 1 1,1
217,part heart most ghost untied side offend attend tongue strong die emily power hour give live,art eart ost ost ied ide end end ue ong ie y er our ive ive,A A B B C C D D E F G G H H J J,1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1,1
218,crave grave sun alone breath death arms charms resign mine embraced last alone palamon confounds bounds prolong wrong,ave ave un one eath eath arms arms ign ine aced ast one on unds unds ong ong,A A B C D D E E F F G H C B I I J J,1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 0 1 1,1
219,within sin life strife combined mind fire desire time crime right knight blood good none palamon fire expire tried divide band command gone palamon,in in ife ife ined ind ire ire ime ime ight ight ood ood one on ire ire ied ide and and one on,A A B B C C D D E E F F G G H H D D I I J J H H,1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0,1
220,amain reign goes froze withdraw saw lay away,ain eign oes oze aw aw ay ay,A A B B C C D D,1 1 0 0 1 1 1 1,1
221,relate state believe demonstrative agree certainty best rest go know,ate ate ieve ive ee y est est o ow,A A B B C C D D E E,1 1 1 0 1 0 1 1 1 1,1
222,appears tears oppressd breast care fair,ars ars essd east are air,A A B C D D,0 0 0 1 1 1,1
223,relate fate state,ate ate ate,A A A,1 1 1,1
224,fast last now woe state fate seen then hair tear cry emily,ast ast ow oe ate ate een en air ear y y,A A B B C C D E F F G G,1 1 1 1 1 1 1 1 1 1 1 1,1
225,grief relief son known fate state delight night die felicity bear care tend end done throne satisfied died,ief ief on own ate ate ight ight ie y ear are end end one one ied ied,A A B B C C D D E E F F G G B B H H,1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 0,1
226,mind find designd,ind ind ignd,A A B,1 1 0,1
227,found ground laund hand desires fires part heart,ound ound aund and ires ires art eart,A A B C D D E E,1 1 0 1 0 0 1 1,1
228,enjoind find go row prepared reard laid arrayd head spread held field bier severe knight sight place face,oind ind o ow ared eard aid ayd ead ead eld ield ier ere ight ight ace ace,A B C C D E F G F F H I J K L L M M,0 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1,2
229,appears tears flowd vowd side bride be degree,ars ars owd owd ide ide e ee,A A B B C C D D,0 0 0 0 1 1 1 1,1
230,fight bright knight,ight ight ight,A A A,1 1 1,1
231,shield held behold gold appear bier stayd conveyd spread hid kept wept divine wine slain train bright light made paid bow below,ield eld old old ear ier ayd eyd ead id ept ept ine ine ain ain ight ight ade aid ow ow,A B C C D E F G H H I I J J K K L L H H M M,1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1,1
232,broad strewd green between fir spear there plane grain ordain me tree train plain repaird bared fright light,oad ewd een een ir ear ere ane ain ain e ee ain ain aird ared ight ight,A B C C D E E C C C F F C C G H I I,1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1,1
233,below row felld held array lay eyes arise ground swound dress guess fast cast,ow ow elld eld ay ay eyes ise ound ound ess ess ast ast,A A B C D D E F G G H H I I,1 1 0 1 1 1 0 1 1 1 1 1 1 1,1
234,threw due,ew ue,A A,1 0,1
235,blood wood food,ood ood ood,A A A,1 1 1,1
236,around resound amain again shields fields night light oil foil attend end,ound ound ain ain elds elds ight ight oil oil end end,A A B B C C D D E E F F,1 1 1 1 0 0 1 1 1 1 1 1,1
237,mournd returned consent parliament decreed freed throne palamon way array,ournd urned ent ent eed eed one on ay ay,A B C C D D E E F F,0 0 1 1 1 1 1 0 1 1,1
238,high emily paid maid went event grace face prepared declared,igh y aid aid ent ent ace ace ared ared,A A B B C C D D E E,1 1 1 1 1 1 1 1 0 0,1
239,above love intent sent bound crownd decay away placed last assignd mind free destiny breath death end depend whole soul derive give we degree are share,ove ove ent ent ound ownd ay ay aced ast ignd ind ee y eath eath end end ole oul ive ive e ee are are,A A B B C D E E F G H I E J K K L L M M N N E E O O,1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 1 1,1
240,fire expire pass mass give live ordains remains trees degrees stays decays street meet lie dry heat beat cell shell aid laid man began,ire ire ass ass ive ive ins ins ees ees ays ays eet eet ie y eat eat ell ell aid aid an an,A A B B C C D D E E F F G G H H G G I I J J K K,1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1,1
241,alone throne last waste age stage slain main king spring die necessity vain sustain aright height shame fame close dispose relief grief hour flower run won,one one ast aste age age ain ain ing ing ie y ain ain ight eight ame ame ose ose ief ief our er un on,A A B B C C D D E E F F D D G G H H I I J J K K A A,1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0,1
242,tears theirs,ars irs,A B,0 0,0
243,dead freed decreed,ead eed eed,A A A,1 1 1,1
244,deplored restored wife life lost ghost annoy joy give live combine join renewd conclude be emily,ored ored ife ife ost ost oy oy ive ive ine oin ewd ude e y,A A B B C C D D E E F F G G H H,0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0,1
245,assent parliament knight right emily free accord lord grace race past last find mind might knight said persuade,ent ent ight ight y ee ord ord ace ace ast ast ind ind ight ight aid uade,A A B B C C D D E E F F G G B B H H,1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0,1
246,command hand,and and,A A,1 1,1
247,knight fight night,ight ight ight,A A A,1 1 1,1
248,side bride above grove afterlife strife believed undeceived thought bought,ide ide ove ove ife ife ieved eived ought ought,A A B B C C D E F F,1 1 1 1 1 1 0 0 1 1,1
249,bless success,ess ess,A A,1 1,1
250,yore poor stood wood found ground led bread lent rent two ado,yore oor ood ood ound ound ed ead ent ent o o,A B C C D D E E F F G G,0 1 1 1 1 1 1 1 1 1 1 1,1
251,sows cows around ground had made throat coat treat meat assure cure sped bed out gout content meant year cheer bowls coals most roast,ows ows ound ound ad ade oat oat eat eat ure ure ed ed out out ent eant ear eer owls als ost oast,A A B B C C D D E E F F G G D D H H I I J K L L,0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0,1
252,about without peer chanticleer surpass mass cock abbeyclock rung sung right night withal wall jet feet behold gold life wife good blood side allied more before nation dispensation alone known,out out eer eer ass ass ock ock ung ung ight ight al all et eet old old ife ife ood ood ide ied ore ore ion ion one own,A A B B C C D D E E F F G G H I J J K K L L M M N N O O P P,1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1,1
253,apart heart play day fair debonair fulfil will,art eart ay ay air air il ill,A A B B C C D D,1 1 1 1 1 1 0 1,1
254,kind bind enjoind,ind ind oind,A A B,1 1 0,1
255,say day disobey,ay ay ey,A A A,1 1 1,1
256,obtain gain pride side corn borne sing spring throat note parts arts,ain ain ide ide orn orne ing ing oat ote arts arts,A A B B C D E E F F G G,1 1 1 1 1 0 1 1 1 1 0 0,1
257,parlourbeam dream fast last side cried aghast last declare care morninglight sprite,eam eam ast ast ide ied ast ast are are ight ite,A A B B C C B B D D E E,1 1 1 1 1 1 1 1 1 1 1 1,1
258,chanticleer fear sweat yet portent shent strife life,eer ear eat yet ent ent ife ife,A A B C D D E E,1 1 1 0 1 1 1 1,1
259,breast beast arrest,east east est,A A A,1 1 0,1
260,fellow yellow ears hairs throughout snout eyes surprise sweat beat above love knight night friend defend purse worse knight fight affeard beard,ow ow ars irs out out eyes ise eat eat ove ove ight ight iend end urse orse ight ight eard eard,A A B C D D E F G G H H I I J J K K I I L L,1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1,1
261,divined kind read bred food blood aright tonight style bile floats thoughts bred red view hue things wings,ined ind ead ed ood ood ight ight yle ile ats ughts ed ed iew ue ings ings,A A B B C C D D E E G H B B I I K K,0 0 1 0 1 1 1 1 0 1 0 0 0 0 0 1 0 0,1
262,fear tear bound drownd theme dream wise lies,ear ear ound ownd eme eam ise ies,A A B C D D E E,1 1 1 0 1 1 1 1,1
263,ground sound abound,ound ound ound,A A A,1 1 1,1
264,bier near disease fees know grow wholly melancholy obey delay,ier ear ease ees ow ow y y ey ay,A B C C D D E E F F,0 1 1 0 1 1 1 1 1 1,1
265,join sign ram flame groat lot forefend end live laxative above love purge spurge two grow cheer fear,oin ign am ame oat ot end end ive ive ove ove urge urge o ow eer ear,A A B B C C D D E E F F G G H H I I,1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1,1
266,care spare seems dreams authority he forebode god fool school foreshow woe tried guide best rest,are are ems ams y e ode od ool ool ow oe ied uide est est,A A B C D E F F G G H H I I J J,1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1,1
267,intent went down town bull full ground found one alone behind find stood abroad door floor kept slept,ent ent own own ull ull ound ound one one ind ind ood oad oor oor ept ept,A A B B C C D D B B E E F G H H I I,1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1,1
268,night sight cry die vain slain start heart,ight ight y ie ain ain art eart,A A B B C C D D,1 1 1 1 1 1 1 1,1
269,tries lies eyes,ies ies eyes,A A B,0 0 0,1
270,again slain vain,ain ain ain,A A A,1 1 1,1
271,appeard besmeard late fate,eard eard ate ate,A A B B,1 1 1 1,1
272,eyes arise way convey among dung cry die drew adieu,eyes ise ay ey ong ung y ie ew eu,A B C C D D E E F F,0 1 1 1 1 0 1 1 1 0,1
273,day lay more before light night,ay ay ore ore ight ight,A A B B C C,1 1 1 1 1 1,1
274,mind kind joind,ind ind oind,A A B,1 1 0,1
275,look took found ground throat note dead head dispense offence,ook ook ound ound oat ote ead ead ense ence,A A B B C C D D E E,1 1 1 1 1 1 1 1 0 0,1
276,space place,ace ace,A A,1 1,1
277,ground found wound,ound ound ound,A A A,1 1 1,1
278,find mankind night light time crime,ind ind ight ight ime ime,A A B B C C,1 1 1 1 1 1,1
279,feels heels,els els,A A,0 0,1
280,case place face,ase ace ace,A A A,1 1 1,1
281,appoints joints known done,ints ints own one,A A B B,0 0 1 0,1
282,dread read gain main supplied abide side,ead ead ain ain ied ide ide,A A B B C C C,1 1 1 1 0 0 0,1
283,out about gale sail lay day side provide abide stay day way sight fright,out out ale ail ay ay ide ide ide ay ay ay ight ight,A A B B C C D D D C C C E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
284,declared heard contempt dreamt restrain gain seems dreams,ared eard empt eamt ain ain ems ams,A B C D E E F G,0 1 1 0 1 1 0 0,0
285,makes wakes things kings sad mad see be behind mind received believed,akes akes ings ings ad ad ee e ind ind eived ieved,A A B B C C D D E E F G,0 0 0 0 1 1 1 0 1 1 0 0,1
286,play day prey piece less alone own,ay ay ey iece ess one own,A A A B B C C,1 1 1 1 0 1 1,1
287,crew adieu gale sail day way find wind rent went descried beside,ew eu ale ail ay ay ind ind ent ent ied ide,A A B B C C D D E E F F,1 0 1 1 1 1 1 1 1 1 0 0,1
288,again vain doubt out,ain ain oubt out,A A B B,1 1 1 1,1
289,king sing foretell befell told old,ing ing ell ell old old,A A B B C C,1 1 1 1 1 1,1
290,wife life mind find obeyd delayd time crime bede read,ife ife ind ind eyd ayd ime ime ede ead,A A B B C D E E F F,1 1 1 1 0 0 1 1 1 1,1
291,sent event replies prophecies,ent ent ies ies,A A B B,1 1 0 0,1
292,writ forget repeat understand land foretold sold forgot lot,it et eat and and old old ot ot,A A A C C D D E E,1 1 0 1 1 1 1 1 1,1
293,foresee tree pride died refrain vain slain,ee ee ide ied ain ain ain,A A B B C C C,1 1 1 1 1 1 1,1
294,speak break foresee adversity like sick makes takes blood good all hall forbear swear face disgrace,eak eak ee y ike ick akes akes ood ood all all ear ear ace ace,A A B B C A D D E E F F G G H H,1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1,1
295,spy eye knight delight flight,y ye ight ight ight,A A B B B,1 1 1 1 1,1
296,principio confusio is bliss side ride,io io is iss ide ide,A A B C D D,0 0 1 1 1 1,1
297,mind behind dream beam spring sing call hall,ind ind eam eam ing ing all all,A A B B C C D D,1 1 1 1 1 1 1 1,1
298,door before light night ground found,oor ore ight ight ound ound,A A B B C C,1 0 1 1 1 1,1
299,play day delight sight found ground hall call,ay ay ight ight ound ound all all,A A B B C C D D,1 1 1 1 1 1 1 1,1
300,began man sun run light right ephemeris miss breast confessd dear year,an an un un ight ight is iss east essd ear ear,A A B B C C D E F G H H,1 1 1 1 1 1 1 1 1 0 1 1,1
301,spring sing see me frame flame fire admire abound found,ing ing ee e ame ame ire ire ound ound,A A B B C C D D E E,1 1 1 0 1 1 1 1 1 1,1
302,wish bliss know below woe run tun,ish iss ow ow oe un un,A B C C C D D,1 1 1 1 1 1 1,1
303,tale fall undertake lake hold told,ale all ake ake old old,A B C C D D,1 1 1 1 1 1,1
304,sanctity lie leer prayer blood could wood circumvent bent cast taste,y ie eer yer ood ould ood ent ent ast aste,A A B C D D D E E F F,1 1 1 0 1 0 1 1 1 1 0,1
305,day way bound ground bed head time crime,ay ay ound ound ed ead ime ime,A A B B C C D D,1 1 1 1 1 1 1 1,1
306,destroy troy reign charlemagne hour bower dream beam dispute absolute foresees decrees,oy oy eign agne our er eam eam ute ute ees ees,A A B C D D E E F F G G,1 1 1 0 1 0 1 1 1 1 1 1,1
307,will ill ordain vain been sin man can just must deed decreed,ill ill ain ain een in an an ust ust eed eed,A A B B B C B B D D E E,1 1 1 1 0 1 0 0 1 1 1 1,1
308,bran can so foreknow free necessity call conditional,an an o ow ee y all al,A A B B C C D D,1 1 1 1 1 0 1 0,1
309,foreknown done oar shore before constrain refrain ill will race place,own one oar ore ore ain ain ill ill ace ace,A A B B B C C D D E E,1 0 1 1 1 1 1 1 1 1 1,1
310,free me sound bound agree be free been sin rock cock life wife,ee e ound ound ee e ee een in ock ock ife ife,A A B B A A A C C D D E E,1 0 1 1 1 0 1 1 0 1 1 1 1,1
311,kind mind woe forego been sin do know grass pass,ind ind oe o een in o ow ass ass,A A B B C C B B D D,1 1 1 1 1 0 1 1 1 1,1
312,best nest enough stuff bound ground mine divine,est est ough uff ound ound ine ine,A A B B C C D D,1 1 1 1 1 1 1 1,1
313,begun sun row below free sea eye,un un ow ow ee ea ye,A A B B C C C,1 1 1 1 1 1 0,1
314,butterfly low crow start heart know foe fox rocks will skill,y ow ow art eart ow oe ox ocks ill ill,A B B C C B B D D E E,1 1 1 1 1 1 1 1 1 1 1,1
315,offend friend wrong long alarm harm press recess thought brought,end iend ong ong arm arm ess ess ought ought,A A B B C C D D E E,1 0 1 1 1 1 1 1 1 1,1
316,heard yard gods abodes sphere ear there,eard yard ods odes ere ear ere,A B C D E E E,1 0 0 0 1 1 1,2
317,knew you rest guest good wood,ew ou est est ood ood,A B C C D D,1 0 1 1 1 1,1
318,see family say may ground sound day way play,ee y ay ay ound ound ay ay ay,A A B B C C B B B,1 0 1 1 1 1 1 1 1,1
319,care fair strength length skies eyes,are air ength ength ies eyes,A A B B C D,1 1 1 1 0 0,1
320,throat note peer chanticleer man swan divine line alarms arms,oat ote eer eer an an ine ine arms arms,A A B B C C D D E E,1 1 1 1 1 1 1 1 0 0,1
321,times rhymes heir clear kind blind disgraced placed me charity rejoice angelvoice,imes es eir ear ind ind aced aced e y oice oice,A A B C D D E E F F G G,1 0 1 1 1 1 0 0 1 0 1 1,1
322,fair are descry flattery elf himself limb him,air are y y elf elf imb im,A A B B C C D D,1 1 1 1 1 1 1 1,1
323,gods odes report court regard heard,ods odes ort ourt ard eard,A B C C D E,0 0 1 0 1 1,2
324,sings wings eyes prize note throat load wood done none,ings ings eyes ize ote oat oad ood one one,A A B C D D E E F F,0 0 0 1 1 1 1 0 1 1,1
